R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
ABCoptim,abc_optim,Duarte,30,"(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, -0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",38,-,"par = c(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, 
-0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 38",-4.523557919126,"(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, -0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715)",38,-,-,-,0.0948548316955566,secs,0.1
nloptr,sbplx,Duarte,30,"(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, -0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,1500,"x0 = c(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, 
-0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 1500, xtol_rel = 0)",-21.2345018875456,"(-1, 1, -1, -3.44093600869362e-07, 1, 5.2818071930819e-07, -0.854813146575218, -1, 1, -1, 0.140704162994955, -0.00629739175750001, -1, 1, 1, 1, -1, -0.854756820453535, 1, 1, -1, 1, 1, 1, -0.00629147504983547, 0.140676430336664, -1, -1, -1, -1)",1500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0868449211120605,secs,0.1
nloptr,cobyla,Duarte,30,"(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, -0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,640,"x0 = c(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, 
-0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 640, xtol_rel = 0)",-21.2309869729749,"(-1, 1, -1, 0.00987483286866734, 1, -0.0168862269449749, -0.845731520878565, -1, 1, -1, 0.130693776105727, 0.0241391655259995, -1, 1, 1, 1, -1, -0.865398132543715, 1, 1, -1, 1, 1, 1, -0.0484405008548014, 0.160296745015066, -1, -1, -1, -1)",640,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.101673126220703,secs,0.1
nloptr,bobyqa,Duarte,30,"(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, -0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,860,"x0 = c(-0.55052443081513, -0.141853799577802, -0.538696814794093, 0.185739137697965, 0.933682412840426, 0.0681747095659375, -0.200115649495274, -0.459897882770747, 0.665902404114604, -0.481425810605288, 0.33803053246811, 0.233200446236879, -0.335090517066419, 0.74068111134693, 0.886636981740594, 0.534634636715055, -0.686214956920594, -0.310057298280299, 0.863868769723922, 0.799434404820204, -0.831209608819336, 0.90290119824931, 0.46861780853942, 0.45305650588125, 0.441208339296281, -0.0433280477300286, 
-0.92784937331453, -0.302383528091013, -0.790947527159005, 0.307180436793715), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 860, xtol_rel = 0)",-21.2345018881283,"(-1, 1, -1, -1.49835016034165e-08, 1, 2.36381479120066e-08, -0.854782223049142, -1, 1, -1, 0.140697739111764, -0.00629181767820443, -1, 1, 1, 1, -1, -0.854782261682526, 1, 1, -1, 1, 1, 1, -0.00629184866986073, 0.140697773971192, -1, -1, -1, -1)",860,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0992946624755859,secs,0.1
stats,optim,Duarte,30,"(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, -0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",70,-,"par = c(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, 
-0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 70, factr = 0)",-21.2345018881283,"(1, 1, 1, 1, -1, -0.854782168436163, -0.00629181944634723, 0.14069761318318, -1, -2.73552478482819e-09, 1, -3.01014457963959e-09, -1, 1, -1, -1, -1, -1, -1, 0.140697591277536, -0.00629178765989426, -1, 1, 1, 1, 1, -1, -0.854782026713308, -1, 1)",47,47,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0920510292053223,secs,0.1
GA,ga,Duarte,30,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",31,-,"type = real-valued, fitness = function (x) 
{
    return(-(Duarte(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 31",-4.05444453033411,"(-0.50729597844913, -0.374878890987501, 0.833181307591003, -0.161695098402638, -0.890446088306409, -0.200398360087293, -0.491819832638384, 0.135030124364772, 0.260616216843287, 0.467478987053941, -0.00783715621760797, -0.608775720349604, -0.45071792606046, 0.747306944525958, 0.860484541795004, 0.664500472391727, -0.340262206908663, 0.795800857276219, -0.111707681962567, -0.500024730906975, -0.867531880585264, 0.0174427414609072, 0.86375638740646, -0.502414194627986, 0.78938269531852, -0.755338250987838, -0.163238104488235, 0.839519369309469, 0.157628558179142, 0.2676060396108)",31,-,-,-,0.0954701900482178,secs,0.1
DEoptim,DEoptim,Duarte,30,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7,-,"fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 7, reltol = 0)",-7.62082671742716,"(0.720747656188905, 0.676376568619162, -0.29729263111949, 0.0803837468847632, 0.971841464750469, 0.598003635648638, -0.742462457623333, -0.610595341771841, 0.0102664222940803, 0.113077248353511, 0.408090470358729, 0.957731705158949, 0.869673255831003, -0.6485307472758, -0.400394562631845, -0.733214849606156, 0.925796502735466, 0.157754202373326, 0.0339803961105645, 0.901963092852384, -0.988725570961833, -0.9620958911255, -0.681768151000142, -0.562985540833324, -0.102706283330917, -0.723720719106495, -0.680338634736836, 0.456059813499451, 0.310118260513991, 0.104252144694328)",7,16,-,-,0.102542400360107,secs,0.1
pso,psoptim,Duarte,30,"(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, -0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",72,-,"par = c(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, 
-0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 72, reltol = 0)",-21.1174567883669,"(-0.0982026176457936, 0.99999597628733, 0.0380488006446626, -0.992156724969658, -0.999237461374678, -0.99537998341737, 0.999914556875882, 1, -0.999203470441118, -0.847973427608094, -0.999997957289708, 0.997443674391851, -1, 0.999593350460099, 0.999609360258065, -0.146720767689397, 0.161996998834903, -1, 0.962109716382997, -0.988231071015788, -0.993733837669796, 1, 1, 0.999970234223766, -1, 0.999056476864076, -0.98943829393122, -0.999192701128819, 0.130109159268157, -0.0353793061675105)",72,1440,2,Maximal number of iterations reached,0.0846338272094727,secs,0.1
ABCoptim,abc_optim,Duarte,30,"(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, -0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",38,-,"par = c(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, 
-0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 38",-5.75296877497137,"(-0.3151835789904, -1, -0.289711508434266, -0.0401955376618863, -0.86911859922111, 0.0850815176963806, 0.12572727818042, 0.632652234083258, -0.944001902121733, -0.0433208914473653, -1, -1, 0.37727723736316, 0.602642075666333, 1, -0.648622637148947, -0.0425027427790524, 0.536766774952412, -0.817723410204053, -0.47140295394018, -0.869621264748275, -0.0167143167927861, 0.0782419880852103, 0.110128463091663, -0.734165749046952, 0.928576041013002, -0.822010498028249, 0.45284899846908, -0.287746961694211, -0.126214855816215)",38,-,-,-,0.10569167137146,secs,0.1
nloptr,sbplx,Duarte,30,"(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, -0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,1500,"x0 = c(0.802597407717258, -0.598853739444166, 0.0885428669862449, 0.46325412299484, -0.889400722458959, -0.34853057237342, -0.839333399664611, 0.545880895107985, -0.56706719333306, 0.15902608120814, -0.41350501216948, -0.0358552918769419, -0.954285652842373, 0.958385932259262, -0.462027796544135, -0.635627426207066, -0.652631130069494, -0.493368914816529, -0.959118683822453, 0.0294340066611767, 0.381967256311327, -0.313283861149102, 0.56513091083616, 0.0879226885735989, 0.162992416415364, 0.522877926938236, 
-0.0450068083591759, -0.350008381530643, -0.310357037931681, 0.301494555082172), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 1500, xtol_rel = 0)",-20.886547578247,"(1, 1, 1, 1, -1, -1, -0.0340323731493984, 0.158393921686409, -1, 1, 0.320092913345989, -0.0514736098684472, -1, 1, -1, -1, -1, -1, -0.50310489238941, -1, 1, -1, 1, 1, 1, 1, -1, -1.91970902460288e-08, 1, -1.33371029897145e-08)",1500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0730340480804443,secs,0.1
