R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
nloptr,sbplx,Lall,12,"(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,180,"x0 = c(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 180, xtol_rel = 0)",7.46882696867527,"(-1, -0.926286517306381, 1, -1, -1, 1, 1, 0.00502060189759669, 0.0991794786536458, 1, 0.0488907273099343, 0.0476858073883687)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0125184059143066,secs,0.01
nloptr,cobyla,Lall,12,"(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",7.53028924460452,"(-1, -0.94340246363584, 1, -1, -1, 1, 1, 0.184827185450975, 0.0635092586209368, 1, 0.133552055604615, -0.0113514738110012)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0143442153930664,secs,0.01
nloptr,bobyqa,Lall,12,"(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.672953242901713, -0.952037120703608, 0.748295463155955, -0.519752555526793, -0.621090891305357, -0.386627347674221, 0.920642032288015, 0.771904530469328, -0.183969754260033, 0.894930534530431, 0.203100569080561, -0.65462918067351), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",7.47316578934888,"(-1, -0.950476853885065, 1, -1, -1, 1, 1, 0.00959261328977086, 0.105287900937384, 1, 0.0684801260345713, 0.0477590131936431)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0112016201019287,secs,0.01
stats,optim,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9,-,"par = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 9, factr = 0)",7.61053644344333,"(-1, -1, -1, 1, -0.0441988255496477, 1, 0.185782205136184, -0.119685830481071, 1, 0.237351680169674, 1, -1)",12,12,1,NEW_X,0.0097205638885498,secs,0.01
GA,ga,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,-,"type = real-valued, fitness = function (x) 
{
    return(-(Lall(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 3",12.6294606051087,"(0.297905313557713, 0.871192000076601, 0.25290353225828, -0.215735293232314, 0.873271380202118, -0.0984612598118462, 0.342477343795341, -0.848725155597025, -0.882513046523146, 0.0408152412978147, -0.2002139334873, 0.598608850967139)",3,-,-,-,0.0321519374847412,secs,0.01
DEoptim,DEoptim,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 2, reltol = 0)",10.4906073485255,"(-0.48831248935312, 0.769363937433809, 0.393572339322418, 0.938480732031167, 0.959651803132147, -0.593337093479931, -0.8113315673545, 0.128153383731842, 0.43013928225264, -0.811499136965722, 0.172759059816599, 0.272875435650349)",2,6,-,-,0.0181641578674316,secs,0.01
pso,psoptim,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11,-,"par = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 11, reltol = 0)",9.10376533313358,"(-0.615224913143538, 1, 1, -0.902267839482751, -1, -1, -1, 0.29762586911025, 1, 0.705797889781096, -0.144818114949121, 0.284021677561008)",11,176,2,Maximal number of iterations reached,0.0134141445159912,secs,0.01
ABCoptim,abc_optim,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,-,"par = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 5",21.6905878404565,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)",5,-,-,-,0.0120797157287598,secs,0.01
nloptr,sbplx,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,180,"x0 = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 180, xtol_rel = 0)",7.69312985224133,"(1, -1, -1, 1, -0.165085229058399, 1, -1, -0.495220686294665, 0.999969472622257, 0.0601962721531703, 0.145302168494259, 0.0111711803934343)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.011124849319458,secs,0.01
nloptr,cobyla,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",8.39849148355695,"(1, -1, -1, 1, 0.931439498434654, 1, -0.188067394837211, 1, 0.990185468801985, -0.21162656512182, -0.34886238106828, -0.297924179751724)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00981426239013672,secs,0.01
nloptr,bobyqa,Lall,12,"(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(0.279425320681185, -0.859265387989581, -0.708494313526899, 0.382050385698676, 0.89051163662225, 0.539045622572303, 0.0282799266278744, 0.395310236606747, 0.982046250719577, 0.462185548618436, 0.712412599939853, -0.00138832163065672), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",7.65648662629018,"(-1, -0.905315547234572, -1, 1, 0.917447374309735, 0.0690140165675868, -0.0124616890187609, 1, 0.983349953473772, -1, 0.130636331070884, -0.0552153036203738)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00781774520874023,secs,0.01
stats,optim,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9,-,"par = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 9, factr = 0)",7.54377563018915,"(0.0632558831749193, 0.103731957134391, 1, -1, 0.323417690410493, 1, -1, -0.260073284268363, 1, -0.142648927229117, -1, 1)",12,12,1,NEW_X,0.00720691680908203,secs,0.01
GA,ga,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,-,"type = real-valued, fitness = function (x) 
{
    return(-(Lall(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 3",11.0347139206366,"(-0.213722437620163, -0.0423920452594757, -0.455124333500862, -0.94759875535965, 0.982941329479218, -0.203803047537804, 0.467233508825302, 0.682101681828499, -0.966838121414185, 0.893036291003227, 0.389262795448303, -0.617306634783745)",3,-,-,-,0.00972795486450195,secs,0.01
DEoptim,DEoptim,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 2, reltol = 0)",11.0161177181515,"(0.649155172519386, 0.600707773584872, 0.719824715983123, -0.659693891182542, 0.299802567344159, -0.974898377899081, 0.454103623051196, 0.214956437237561, -0.972666454780847, -0.365513643249869, -0.868766348343343, 0.954837029799819)",2,6,-,-,0.0112931728363037,secs,0.01
pso,psoptim,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11,-,"par = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 11, reltol = 0)",7.77673440778205,"(0.109439733535456, 0.931527971045502, 0.117790953929144, 0.119499618387224, -1, -0.887327899933907, -1, 0.993479547681084, 0.988595370259965, -1, 1, 0.244027284222241)",11,176,2,Maximal number of iterations reached,0.0103845596313477,secs,0.01
ABCoptim,abc_optim,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,-,"par = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 5",22.0592276822825,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)",5,-,-,-,0.014446496963501,secs,0.01
nloptr,sbplx,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,180,"x0 = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 180, xtol_rel = 0)",7.51581150002472,"(0.128085768592963, 1, 1, -1, 1, -0.0178262035783625, -1, -0.948481646990191, 0.161458827089518, -0.123154464311284, -1, 1)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00914096832275391,secs,0.01
nloptr,cobyla,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",8.40915130994475,"(0.150047955705578, 0.0162578612671799, -0.906667817314079, -0.995041464126793, 0.981160515141305, 0.367051094309066, -1, 0.510927719835244, 1, -1, -0.655480719597778, 1)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0069272518157959,secs,0.01
nloptr,bobyqa,Lall,12,"(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.742663661949337, -0.486140312161297, -0.918549993541092, -0.996840038802475, 0.874177856370807, 0.751786221284419, -0.946989892516285, -0.724280918948352, -0.0120030869729817, -0.616803263314068, -0.885034268256277, 0.438798627816141), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",8.19848030138954,"(0.0967110534957689, 0.317290815594815, 0.447496828877967, -0.976755010831952, 0.87162194695019, 1, -1, 0.0766773000862586, 1, -0.574382316140913, -0.982053619363053, 1)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0084223747253418,secs,0.01
